name,album_name,popularity,release_date,valence,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,year
The Man Who Would Be King - 2015 Remaster,The Final Frontier (2015 Remaster),36,2010-01-01,0.285,0.199,0.848,11,-6.637,0,0.0671,0.00306,0.00497,0.13,174.363,507973,2010
When the Wild Wind Blows - 2015 Remaster,The Final Frontier (2015 Remaster),47,2010-01-01,0.246,0.296,0.8,4,-6.723,0,0.0423,0.00322,0.189,0.142,97.593,660760,2010
Churchill's Speech - Live in Mumbai 01 February 2008,Flight 666: The Original Soundtrack (Live),19,2009-06-09,0.105,0.296,0.818,4,-8.803,0,0.126,0.691,0.896,0.965,112.503,43867,2009
Aces High - Live in Mumbai 01 February 2008,Flight 666: The Original Soundtrack (Live),23,2009-06-09,0.257,0.239,0.991,2,-4.74,1,0.153,0.000191,0.000413,0.915,128.371,289667,2009
2 Minutes to Midnight - Live in Melbourne 07 February 2008,Flight 666: The Original Soundtrack (Live),20,2009-06-09,0.184,0.195,0.989,9,-5.08,1,0.251,5.95e-05,0.00145,0.865,97.666,357800,2009
Revelations - Live in Sydney 09 February 2008,Flight 666: The Original Soundtrack (Live),20,2009-06-09,0.342,0.213,0.971,0,-5.912,1,0.154,0.000749,7.58e-06,0.966,95.245,388520,2009
The Trooper - Live in Tokyo 16 February 2008,Flight 666: The Original Soundtrack (Live),21,2009-06-09,0.35,0.315,0.981,11,-6.152,0,0.151,0.000353,0.000989,0.851,90.942,241613,2009
Wasted Years - Live in Monterrey 22 February 2008,Flight 666: The Original Soundtrack (Live),21,2009-06-09,0.258,0.152,0.963,4,-5.696,0,0.117,0.000194,0.00104,0.975,163.302,307467,2009
The Number of the Beast - Live in Los Angeles 19 February 2008,Flight 666: The Original Soundtrack (Live),19,2009-06-09,0.246,0.335,0.983,7,-6.244,1,0.183,0.00449,0.000741,0.968,99.028,307400,2009
Can I Play With Madness - Live in Mexico City 24 February 2008,Flight 666: The Original Soundtrack (Live),18,2009-06-09,0.481,0.199,0.958,2,-6.179,1,0.129,0.00262,0.000224,0.766,144.793,216573,2009
Rime of the Ancient Mariner - Live in New Jersey 14 March 2008,Flight 666: The Original Soundtrack (Live),21,2009-06-09,0.132,0.292,0.965,9,-6.224,1,0.157,0.00136,0.00517,0.808,113.968,821547,2009
Powerslave - Live in San Jose 26 February 2008,Flight 666: The Original Soundtrack (Live),19,2009-06-09,0.166,0.214,0.987,9,-5.874,1,0.194,0.000417,0.00366,0.471,136.51,448347,2009
Heaven Can Wait - Live in Sao Paulo 02 March 2008,Flight 666: The Original Soundtrack (Live),17,2009-06-09,0.3,0.223,0.98,2,-5.513,1,0.158,0.000825,0.0837,0.942,102.449,455987,2009
Run to the Hills - Live in Bogota 28 February 2008,Flight 666: The Original Soundtrack (Live),18,2009-06-09,0.329,0.153,0.945,0,-5.621,1,0.143,0.000297,1.31e-05,0.971,174.242,239267,2009
Fear of the Dark - Live in Buenos Aires 7 March 2008,Flight 666: The Original Soundtrack (Live),22,2009-06-09,0.131,0.199,0.951,2,-6.277,0,0.238,0.000907,0.0893,0.954,98.335,452293,2009
Iron Maiden - Live in Santiago 9 March 2008,Flight 666: The Original Soundtrack (Live),15,2009-06-09,0.229,0.188,0.973,2,-6.475,1,0.137,0.00151,0.000517,0.713,104.32,326240,2009
Moonchild - Live in San Juan 12 March 2008,Flight 666: The Original Soundtrack (Live),16,2009-06-09,0.261,0.234,0.95,4,-6.526,0,0.112,0.00424,0.00366,0.954,126.37,449600,2009
The Clairvoyant - Live in Curitiba 4 March 2008,Flight 666: The Original Soundtrack (Live),16,2009-06-09,0.485,0.262,0.925,7,-6.247,1,0.0883,0.000608,0.00713,0.964,101.709,278800,2009
Hallowed Be Thy Name - Live in Toronto 16 March 2008,Flight 666: The Original Soundtrack (Live),20,2009-06-09,0.158,0.23,0.919,9,-6.827,1,0.111,0.000291,0.0298,0.923,119.525,472800,2009
Churchill's Speech - Live in Mumbai 01 February 2008,Flight 666: The Original Soundtrack,31,2009-05-25,0.105,0.296,0.818,4,-8.803,0,0.126,0.691,0.896,0.965,112.503,43867,2009
Aces High - Live in Mumbai 01 February 2008,Flight 666: The Original Soundtrack,37,2009-05-25,0.257,0.239,0.991,2,-4.74,1,0.153,0.000191,0.000413,0.915,128.371,289667,2009
2 Minutes to Midnight - Live in Melbourne 07 February 2008,Flight 666: The Original Soundtrack,33,2009-05-25,0.184,0.195,0.989,9,-5.08,1,0.251,5.95e-05,0.00145,0.865,97.666,357800,2009
Revelations - Live in Sydney 09 February 2008,Flight 666: The Original Soundtrack,33,2009-05-25,0.342,0.213,0.971,0,-5.912,1,0.154,0.000749,7.58e-06,0.966,95.245,388520,2009
The Trooper - Live in Tokyo 16 February 2008,Flight 666: The Original Soundtrack,33,2009-05-25,0.35,0.315,0.981,11,-6.152,0,0.151,0.000353,0.000989,0.851,90.942,241613,2009
Wasted Years - Live in Monterrey 22 February 2008,Flight 666: The Original Soundtrack,35,2009-05-25,0.258,0.152,0.963,4,-5.696,0,0.117,0.000194,0.00104,0.975,163.302,307467,2009
The Number of the Beast - Live in Los Angeles 19 February 2008,Flight 666: The Original Soundtrack,32,2009-05-25,0.246,0.335,0.983,7,-6.244,1,0.183,0.00449,0.000741,0.968,99.028,307400,2009
Can I Play With Madness - Live in Mexico City 24 February 2008,Flight 666: The Original Soundtrack,31,2009-05-25,0.481,0.199,0.958,2,-6.179,1,0.129,0.00262,0.000224,0.766,144.793,216573,2009
Rime of the Ancient Mariner - Live in New Jersey 14 March 2008,Flight 666: The Original Soundtrack,35,2009-05-25,0.132,0.292,0.965,9,-6.224,1,0.157,0.00136,0.00517,0.808,113.968,821547,2009
Powerslave - Live in San Jose 26 February 2008,Flight 666: The Original Soundtrack,32,2009-05-25,0.166,0.214,0.987,9,-5.874,1,0.194,0.000417,0.00366,0.471,136.51,448347,2009
Heaven Can Wait - Live in Sao Paulo 02 March 2008,Flight 666: The Original Soundtrack,29,2009-05-25,0.3,0.223,0.98,2,-5.513,1,0.158,0.000825,0.0837,0.942,102.449,455987,2009
Run to the Hills - Live in Bogota 28 February 2008,Flight 666: The Original Soundtrack,31,2009-05-25,0.329,0.153,0.945,0,-5.621,1,0.143,0.000297,1.31e-05,0.971,174.242,239267,2009
Fear of the Dark - Live in Buenos Aires 7 March 2008,Flight 666: The Original Soundtrack,38,2009-05-25,0.131,0.199,0.951,2,-6.277,0,0.238,0.000907,0.0893,0.954,98.335,452293,2009
Iron Maiden - Live in Santiago 9 March 2008,Flight 666: The Original Soundtrack,28,2009-05-25,0.229,0.188,0.973,2,-6.475,1,0.137,0.00151,0.000517,0.713,104.32,326240,2009
Moonchild - Live in San Juan 12 March 2008,Flight 666: The Original Soundtrack,29,2009-05-25,0.261,0.234,0.95,4,-6.526,0,0.112,0.00424,0.00366,0.954,126.37,449600,2009
The Clairvoyant - Live in Curitiba 4 March 2008,Flight 666: The Original Soundtrack,28,2009-05-25,0.485,0.262,0.925,7,-6.247,1,0.0883,0.000608,0.00713,0.964,101.709,278800,2009
Hallowed Be Thy Name - Live in Toronto 16 March 2008,Flight 666: The Original Soundtrack,32,2009-05-25,0.158,0.23,0.919,9,-6.827,1,0.111,0.000291,0.0298,0.923,119.525,472800,2009
Different World - 2015 Remaster,A Matter of Life and Death (2015 Remaster),45,2006-08-28,0.602,0.406,0.975,4,-4.285,0,0.0937,0.000325,0.00018,0.613,91.826,258187,2006
These Colours Don't Run - 2015 Remaster,A Matter of Life and Death (2015 Remaster),43,2006-08-28,0.228,0.317,0.94,4,-5.33,0,0.114,0.00573,0.0033,0.112,103.396,412213,2006
Brighter Than a Thousand Suns - 2015 Remaster,A Matter of Life and Death (2015 Remaster),40,2006-08-28,0.266,0.294,0.949,0,-5.655,1,0.0851,0.00161,2.79e-05,0.101,125.892,526107,2006
The Pilgrim - 2015 Remaster,A Matter of Life and Death (2015 Remaster),39,2006-08-28,0.541,0.308,0.934,9,-4.145,0,0.0606,0.000306,0.0313,0.0863,97.848,307867,2006
The Longest Day - 2015 Remaster,A Matter of Life and Death (2015 Remaster),41,2006-08-28,0.337,0.259,0.925,4,-5.706,0,0.0713,0.00133,0.00289,0.128,101.244,468093,2006
Out of the Shadows - 2015 Remaster,A Matter of Life and Death (2015 Remaster),37,2006-08-28,0.288,0.213,0.839,4,-5.109,0,0.0406,0.00285,0.00195,0.279,81.402,336640,2006
The Reincarnation of Benjamin Breeg - 2015 Remaster,A Matter of Life and Death (2015 Remaster),44,2006-08-28,0.144,0.353,0.837,4,-5.551,0,0.0356,0.00268,0.000533,0.11,110.999,442053,2006
For the Greater Good of God - 2015 Remaster,A Matter of Life and Death (2015 Remaster),50,2006-08-28,0.3,0.316,0.908,4,-5.455,0,0.0779,0.00194,0.0578,0.111,107.743,565027,2006
Lord of Light - 2015 Remaster,A Matter of Life and Death (2015 Remaster),37,2006-08-28,0.0485,0.281,0.901,4,-6.083,0,0.0739,0.00445,0.0044,0.166,93.542,444653,2006
The Legacy - 2015 Remaster,A Matter of Life and Death (2015 Remaster),38,2006-08-28,0.15,0.328,0.928,2,-5.839,0,0.131,0.0471,0.000681,0.179,148.276,562947,2006
Different World - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),33,2006-08-28,0.602,0.406,0.975,4,-4.285,0,0.0937,0.000325,0.00018,0.613,91.826,258187,2006
These Colours Don't Run - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),32,2006-08-28,0.228,0.317,0.94,4,-5.33,0,0.114,0.00573,0.0033,0.112,103.396,412213,2006
Brighter Than a Thousand Suns - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),28,2006-08-28,0.266,0.294,0.949,0,-5.655,1,0.0851,0.00161,2.79e-05,0.101,125.892,526107,2006
The Pilgrim - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),26,2006-08-28,0.541,0.308,0.934,9,-4.145,0,0.0606,0.000306,0.0313,0.0863,97.848,307867,2006
The Longest Day - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),29,2006-08-28,0.337,0.259,0.925,4,-5.706,0,0.0713,0.00133,0.00289,0.128,101.244,468093,2006
Out of the Shadows - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),25,2006-08-28,0.288,0.213,0.839,4,-5.109,0,0.0406,0.00285,0.00195,0.279,81.402,336640,2006
The Reincarnation of Benjamin Breeg - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),32,2006-08-28,0.144,0.353,0.837,4,-5.551,0,0.0356,0.00268,0.000533,0.11,110.999,442053,2006
For the Greater Good of God - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),37,2006-08-28,0.3,0.316,0.908,4,-5.455,0,0.0779,0.00194,0.0578,0.111,107.743,565027,2006
Lord of Light - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),25,2006-08-28,0.0485,0.281,0.901,4,-6.083,0,0.0739,0.00445,0.0044,0.166,93.542,444653,2006
The Legacy - 2015 Remaster,A Matter of Life and Death (2015 - Remaster),26,2006-08-28,0.15,0.328,0.928,2,-5.839,0,0.131,0.0471,0.000681,0.179,148.276,562947,2006
Wildest Dreams - Live In Dortmund,Death on the Road,27,2005-08-29,0.0851,0.204,0.964,0,-4.605,1,0.115,0.0041,0.00074,0.959,106.817,291760,2005
Wrathchild - Live In Dortmund,Death on the Road,26,2005-08-29,0.122,0.307,0.995,9,-3.737,1,0.15,0.000176,0.0168,0.422,109.405,169333,2005
Can I Play With Madness - Live In Dortmund,Death on the Road,26,2005-08-29,0.0934,0.209,0.99,2,-3.893,1,0.264,0.00209,1.39e-05,0.979,100.709,210307,2005
The Trooper - Live 2003,Death on the Road,27,2005-08-29,0.266,0.289,0.98,0,-5.389,1,0.133,6.41e-05,0.00348,0.971,87.479,252160,2005
Dance Of Death - Live In Dortmund,Death on the Road,31,2005-08-29,0.152,0.252,0.896,4,-6.007,0,0.121,0.00371,0.000337,0.959,135.718,563400,2005
Rainmaker - Live In Dortmund,Death on the Road,28,2005-08-29,0.236,0.292,0.987,5,-4.169,1,0.179,0.000548,5.61e-06,0.98,91.519,241507,2005
Brave New World - Live In Dortmund,Death on the Road,27,2005-08-29,0.158,0.266,0.914,2,-5.054,0,0.111,0.00041,0.000106,0.935,119.582,369760,2005
Paschendale - Live In Dortmund,Death on the Road,28,2005-08-29,0.16,0.258,0.941,4,-5.733,0,0.132,0.00742,6.83e-05,0.965,92.041,617507,2005
Lord Of The Flies - Live In Dortmund,Death on the Road,29,2005-08-29,0.142,0.258,0.977,9,-5.42,1,0.111,0.000106,0.00917,0.983,91.916,304227,2005
No More Lies - Live In Dortmund,Death on the Road,29,2005-08-29,0.11,0.209,0.889,9,-6.377,0,0.0783,0.00204,0.00144,0.977,94.584,469533,2005
Hallowed Be Thy Name - Live In Dortmund,Death on the Road,26,2005-08-29,0.0895,0.251,0.973,9,-4.109,1,0.15,0.000377,0.000282,0.909,117.797,451667,2005
Fear Of The Dark - Live In Dortmund,Death on the Road,29,2005-08-29,0.0686,0.234,0.951,2,-5.791,0,0.164,0.000422,0.00586,0.466,125.565,448067,2005
Iron Maiden - Live In Dortmund,Death on the Road,22,2005-08-29,0.0444,0.0751,0.995,9,-5.064,0,0.206,0.00155,0.000243,0.979,189.526,290027,2005
Journeyman - Live In Dortmund,Death on the Road,29,2005-08-29,0.147,0.168,0.785,0,-7.667,1,0.068,0.193,5.97e-05,0.982,184.227,422667,2005
The Number Of The Beast - Live In Dortmund,Death on the Road,23,2005-08-29,0.219,0.299,0.973,0,-4.479,1,0.183,0.00247,2.37e-05,0.955,100.652,297533,2005
Run To The Hills - Live In Dortmund,Death on the Road,24,2005-08-29,0.105,0.118,0.983,0,-4.44,1,0.159,9.38e-05,0.00174,0.93,170.312,264107,2005
"Wildest Dreams - Live Dortmund, Germany",Death on the Road,14,2005-08-29,0.0853,0.204,0.959,0,-4.616,1,0.129,0.00431,0.000941,0.959,106.716,291800,2005
"Wrathchild - Live Dortmund, Germany",Death on the Road,13,2005-08-29,0.116,0.349,0.995,9,-3.713,0,0.149,0.000169,0.0229,0.441,109.645,169333,2005
"Can I Play With Madness - Live Dortmund, Germany",Death on the Road,12,2005-08-29,0.102,0.215,0.99,2,-3.869,1,0.234,0.00253,6.93e-06,0.979,140.428,210293,2005
"The Trooper - Live Dortmund, Germany",Death on the Road,13,2005-08-29,0.303,0.317,0.981,4,-5.394,0,0.126,6.59e-05,0.0043,0.969,88.652,252173,2005
"Dance of Death - Live Dortmund, Germany",Death on the Road,16,2005-08-29,0.164,0.252,0.893,4,-5.961,0,0.118,0.00336,0.000318,0.961,135.544,563400,2005
"Rainmaker - Live Dortmund, Germany",Death on the Road,14,2005-08-29,0.23,0.292,0.987,5,-4.189,1,0.195,0.000513,5.53e-06,0.984,91.038,241493,2005
"Brave New World - Live Dortmund, Germany",Death on the Road,13,2005-08-29,0.159,0.264,0.909,2,-5.077,0,0.104,0.000377,8.97e-05,0.908,119.66,369773,2005
"Paschendale - Live Dortmund, Germany",Death on the Road,15,2005-08-29,0.141,0.261,0.942,4,-5.728,0,0.144,0.00884,8.56e-05,0.965,122.96,617493,2005
"Lord of the Flies - Live Dortmund, Germany",Death on the Road,15,2005-08-29,0.171,0.21,0.974,9,-5.395,1,0.115,0.00011,0.00877,0.985,91.746,304173,2005
"No More Lies - Live Dortmund, Germany",Death on the Road,14,2005-08-29,0.125,0.212,0.889,9,-6.421,0,0.0727,0.00208,0.00224,0.978,95.043,469560,2005
"Hallowed Be Thy Name - Live Dortmund, Germany",Death on the Road,14,2005-08-29,0.0802,0.24,0.972,9,-4.114,1,0.151,0.00037,0.000217,0.905,116.818,451667,2005
"Fear of the Dark - Live Dortmund, Germany",Death on the Road,13,2005-08-29,0.0625,0.237,0.954,2,-5.796,0,0.183,0.000369,0.00428,0.437,124.384,448067,2005
"Iron Maiden - Live Dortmund, Germany",Death on the Road,10,2005-08-29,0.0519,0.151,0.995,9,-5.06,0,0.121,0.0012,0.000377,0.979,94.615,290040,2005
"Journeyman - Live Dortmund, Germany",Death on the Road,14,2005-08-29,0.149,0.166,0.784,0,-7.69,1,0.0648,0.216,6.58e-05,0.982,184.259,422667,2005
"The Number of the Beast - Live Dortmund, Germany",Death on the Road,11,2005-08-29,0.21,0.359,0.973,7,-4.459,1,0.163,0.00257,2.49e-05,0.951,101.103,297533,2005
"Run to the Hills - Live Dortmund, Germany",Death on the Road,11,2005-08-29,0.135,0.125,0.982,0,-4.399,1,0.147,0.000114,0.00132,0.93,168.423,264027,2005
Wildest Dreams - 2015 Remaster,Dance of Death (2015 - Remaster),26,2003-09-03,0.57,0.302,0.923,9,-4.621,1,0.0829,0.000616,8.28e-06,0.078,103.8,232107,2003
Rainmaker - 2015 Remaster,Dance of Death (2015 - Remaster),32,2003-09-03,0.539,0.35,0.952,5,-4.485,1,0.14,0.00122,0.0,0.262,86.146,228493,2003
No More Lies - 2015 Remaster,Dance of Death (2015 - Remaster),29,2003-09-03,0.214,0.176,0.845,5,-5.732,1,0.092,0.00546,0.00311,0.123,190.867,441787,2003
Montségur - 2015 Remaster,Dance of Death (2015 - Remaster),26,2003-09-03,0.215,0.285,0.99,9,-3.512,1,0.201,7.09e-05,0.00021,0.118,78.537,350373,2003
Dance of Death - 2015 Remaster,Dance of Death (2015 - Remaster),41,2003-09-03,0.296,0.311,0.876,4,-5.115,0,0.0936,0.0466,0.00442,0.134,124.584,516427,2003
Gates of Tomorrow - 2015 Remaster,Dance of Death (2015 - Remaster),24,2003-09-03,0.336,0.245,0.963,7,-4.532,0,0.209,0.000443,6.2e-05,0.367,95.677,312120,2003
New Frontier - 2015 Remaster,Dance of Death (2015 - Remaster),24,2003-09-03,0.521,0.316,0.967,2,-3.9,0,0.0884,0.000177,0.0,0.0685,104.3,304280,2003
Paschendale - 2015 Remaster,Dance of Death (2015 - Remaster),34,2003-09-03,0.188,0.168,0.941,6,-5.303,0,0.0938,0.0119,2.04e-05,0.069,89.221,508200,2003
Face in the Sand - 2015 Remaster,Dance of Death (2015 - Remaster),25,2003-09-03,0.214,0.272,0.971,4,-5.798,0,0.19,0.000567,0.00027,0.0927,101.282,390960,2003
Age of Innocence - 2015 Remaster,Dance of Death (2015 - Remaster),23,2003-09-03,0.239,0.213,0.932,4,-5.357,0,0.0794,0.000103,0.00157,0.288,136.217,370507,2003
Journeyman - 2015 Remaster,Dance of Death (2015 - Remaster),27,2003-09-03,0.308,0.188,0.628,9,-7.963,0,0.0353,0.183,0.00474,0.153,198.146,426307,2003
Wildest Dreams - 2015 Remaster,Dance of Death (2015 Remaster),39,2003-01-01,0.57,0.302,0.923,9,-4.621,1,0.0829,0.000616,8.28e-06,0.078,103.8,232107,2003
Rainmaker - 2015 Remaster,Dance of Death (2015 Remaster),46,2003-01-01,0.539,0.35,0.952,5,-4.485,1,0.14,0.00122,0.0,0.262,86.146,228493,2003
No More Lies - 2015 Remaster,Dance of Death (2015 Remaster),44,2003-01-01,0.214,0.176,0.845,5,-5.732,1,0.092,0.00546,0.00311,0.123,190.867,441787,2003
Montségur - 2015 Remaster,Dance of Death (2015 Remaster),39,2003-01-01,0.215,0.285,0.99,9,-3.512,1,0.201,7.09e-05,0.00021,0.118,78.537,350373,2003
Dance of Death - 2015 Remaster,Dance of Death (2015 Remaster),56,2003-01-01,0.296,0.311,0.876,4,-5.115,0,0.0936,0.0466,0.00442,0.134,124.584,516427,2003
Gates of Tomorrow - 2015 Remaster,Dance of Death (2015 Remaster),37,2003-01-01,0.336,0.245,0.963,7,-4.532,0,0.209,0.000443,6.2e-05,0.367,95.677,312120,2003
New Frontier - 2015 Remaster,Dance of Death (2015 Remaster),37,2003-01-01,0.521,0.316,0.967,2,-3.9,0,0.0884,0.000177,0.0,0.0685,104.3,304280,2003
Paschendale - 2015 Remaster,Dance of Death (2015 Remaster),44,2003-01-01,0.188,0.168,0.941,6,-5.303,0,0.0938,0.0119,2.04e-05,0.069,89.221,508200,2003
Face in the Sand - 2015 Remaster,Dance of Death (2015 Remaster),38,2003-01-01,0.214,0.272,0.971,4,-5.798,0,0.19,0.000567,0.00027,0.0927,101.282,390960,2003
Age of Innocence - 2015 Remaster,Dance of Death (2015 Remaster),36,2003-01-01,0.239,0.213,0.932,4,-5.357,0,0.0794,0.000103,0.00157,0.288,136.217,370507,2003
Journeyman - 2015 Remaster,Dance of Death (2015 Remaster),46,2003-01-01,0.308,0.188,0.628,9,-7.963,0,0.0353,0.183,0.00474,0.153,198.146,426307,2003
"Iron Maiden - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),20,2002-11-18,0.152,0.184,0.988,1,-5.707,0,0.276,0.000215,0.0,0.25,97.937,225667,2002
"Running Free - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),20,2002-11-18,0.734,0.295,0.876,1,-6.721,1,0.0856,7.4e-05,0.00486,0.0653,174.072,190213,2002
"Transylvania - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),20,2002-11-18,0.435,0.0926,0.973,8,-4.801,1,0.258,0.000164,0.895,0.378,194.209,242600,2002
"Sanctuary - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),20,2002-11-18,0.351,0.296,0.969,1,-5.16,1,0.0871,7.57e-05,6.97e-05,0.0642,104.289,224640,2002
"Wrathchild - Live: Reading Festival, 28 August 1982",BBC Archives (Live),19,2002-11-18,0.2,0.287,0.993,4,-5.522,0,0.173,0.00919,0.123,0.973,103.566,211747,2002
"Run To The Hills - Live: Reading Festival, 28 August 1982",BBC Archives (Live),19,2002-11-18,0.13,0.177,0.968,0,-5.885,1,0.424,0.00679,0.00163,0.785,175.371,335587,2002
"Children Of The Damned - Live: Reading Festival, 28 August 1982",BBC Archives (Live),19,2002-11-18,0.256,0.231,0.972,4,-5.528,0,0.188,0.0002,0.383,0.935,135.454,288400,2002
"The Number Of The Beast - Live: Reading Festival, 28 August 1982",BBC Archives (Live),18,2002-11-18,0.183,0.207,0.978,0,-6.129,1,0.204,0.000294,0.118,0.965,103.384,328547,2002
"22 Acacia Avenue - Live: Reading Festival, 28 August 1982",BBC Archives (Live),19,2002-11-18,0.0452,0.0925,0.997,9,-4.838,1,0.338,0.00023,0.0395,0.98,78.616,396453,2002
"Transylvania - Live: Reading Festival, 28 August 1982",BBC Archives (Live),17,2002-11-18,0.0571,0.164,0.981,9,-4.831,1,0.133,0.0135,0.889,0.962,111.192,379880,2002
"The Prisoner - Live: Reading Festival, 28 August 1982",BBC Archives (Live),17,2002-11-18,0.076,0.187,0.989,11,-5.024,0,0.138,0.000245,0.0219,0.733,109.877,349880,2002
"Hallowed Be Thy Name - Live: Reading Festival, 28 August 1982",BBC Archives (Live),18,2002-11-18,0.152,0.203,0.958,4,-5.872,0,0.133,0.00076,0.113,0.481,111.1,456893,2002
"Phantom Of The Opera - Live: Reading Festival, 28 August 1982",BBC Archives (Live),19,2002-11-18,0.201,0.196,0.989,9,-5.645,1,0.11,0.000205,0.0722,0.953,117.663,421880,2002
"Iron Maiden - Live: Reading Festival, 28 August 1982",BBC Archives (Live),16,2002-11-18,0.0611,0.118,0.991,0,-5.367,1,0.165,0.000165,0.152,0.94,94.945,297587,2002
"Prowler - Live: Reading Festival, 23 August 1980",BBC Archives (Live),18,2002-11-18,0.0717,0.238,0.99,4,-5.864,0,0.192,0.000409,0.00016,0.975,102.131,266733,2002
"Remember Tomorrow - Live: Reading Festival, 23 August 1980",BBC Archives (Live),17,2002-11-18,0.28,0.219,0.903,0,-6.608,1,0.134,0.000691,0.000258,0.348,95.346,359427,2002
"Killers - Live: Reading Festival, 23 August 1980",BBC Archives (Live),16,2002-11-18,0.256,0.172,0.977,0,-6.112,1,0.322,2.69e-05,0.00865,0.726,175.372,283200,2002
"Running Free - Live: Reading Festival, 23 August 1980",BBC Archives (Live),15,2002-11-18,0.236,0.258,0.928,11,-6.315,0,0.169,7.4e-05,0.00029,0.649,189.116,232560,2002
"Transylvania - Live: Reading Festival, 23 August 1980",BBC Archives (Live),15,2002-11-18,0.116,0.239,0.985,4,-5.899,0,0.214,5.33e-05,0.283,0.691,111.344,288947,2002
"Iron Maiden - Live: Reading Festival, 23 August 1980",BBC Archives (Live),14,2002-11-18,0.0997,0.252,0.995,0,-5.042,1,0.178,0.000213,0.00274,0.906,104.401,296080,2002
"Iron Maiden - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),10,2002-11-18,0.152,0.184,0.988,1,-5.707,0,0.276,0.000215,0.0,0.25,97.937,225667,2002
"Running Free - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),9,2002-11-18,0.734,0.295,0.876,1,-6.721,1,0.0856,7.4e-05,0.00486,0.0653,174.072,190213,2002
"Transylvania - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),9,2002-11-18,0.435,0.0926,0.973,8,-4.801,1,0.258,0.000164,0.895,0.378,194.209,242600,2002
"Sanctuary - Live: Radio 1 Rock Show, 14 November 1979",BBC Archives (Live),11,2002-11-18,0.351,0.296,0.969,1,-5.16,1,0.0871,7.57e-05,6.97e-05,0.0642,104.289,224640,2002
"Wrathchild - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.2,0.287,0.993,4,-5.522,0,0.173,0.00919,0.123,0.973,103.566,211747,2002
"Run To The Hills - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.13,0.177,0.968,0,-5.885,1,0.424,0.00679,0.00163,0.785,175.371,335587,2002
"Children Of The Damned - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.256,0.231,0.972,4,-5.528,0,0.188,0.0002,0.383,0.935,135.454,288400,2002
"The Number Of The Beast - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.183,0.207,0.978,0,-6.129,1,0.204,0.000294,0.118,0.965,103.384,328547,2002
"22 Acacia Avenue - Live: Reading Festival, 28 August 1982",BBC Archives (Live),9,2002-11-18,0.0452,0.0925,0.997,9,-4.838,1,0.338,0.00023,0.0395,0.98,78.616,396453,2002
"Transylvania - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.0571,0.164,0.981,9,-4.831,1,0.133,0.0135,0.889,0.962,111.192,379880,2002
"The Prisoner - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.076,0.187,0.989,11,-5.024,0,0.138,0.000245,0.0219,0.733,109.877,349880,2002
"Hallowed Be Thy Name - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.152,0.203,0.958,4,-5.872,0,0.133,0.00076,0.113,0.481,111.1,456893,2002
"Phantom Of The Opera - Live: Reading Festival, 28 August 1982",BBC Archives (Live),8,2002-11-18,0.201,0.196,0.989,9,-5.645,1,0.11,0.000205,0.0722,0.953,117.663,421880,2002
"Iron Maiden - Live: Reading Festival, 28 August 1982",BBC Archives (Live),6,2002-11-18,0.0611,0.118,0.991,0,-5.367,1,0.165,0.000165,0.152,0.94,94.945,297587,2002
"Prowler - Live: Reading Festival, 23 August 1980",BBC Archives (Live),9,2002-11-18,0.0717,0.238,0.99,4,-5.864,0,0.192,0.000409,0.00016,0.975,102.131,266733,2002
"Remember Tomorrow - Live: Reading Festival, 23 August 1980",BBC Archives (Live),8,2002-11-18,0.28,0.219,0.903,0,-6.608,1,0.134,0.000691,0.000258,0.348,95.346,359427,2002
"Killers - Live: Reading Festival, 23 August 1980",BBC Archives (Live),7,2002-11-18,0.256,0.172,0.977,0,-6.112,1,0.322,2.69e-05,0.00865,0.726,175.372,283200,2002
"Running Free - Live: Reading Festival, 23 August 1980",BBC Archives (Live),6,2002-11-18,0.236,0.258,0.928,11,-6.315,0,0.169,7.4e-05,0.00029,0.649,189.116,232560,2002
