name,album_name,popularity,release_date,valence,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,year
"Transylvania - Live: Reading Festival, 23 August 1980",BBC Archives (Live),7,2002-11-18,0.116,0.239,0.985,4,-5.899,0,0.214,5.33e-05,0.283,0.691,111.344,288947,2002
"Iron Maiden - Live: Reading Festival, 23 August 1980",BBC Archives (Live),6,2002-11-18,0.0997,0.252,0.995,0,-5.042,1,0.178,0.000213,0.00274,0.906,104.401,296080,2002
Murders in the Rue Morgue - Live '82,Beast Over Hammersmith (Live),25,2002-11-18,0.0718,0.239,0.993,9,-5.609,1,0.295,0.00734,0.783,0.978,105.361,272413,2002
Wrathchild - Live '82,Beast Over Hammersmith (Live),24,2002-11-18,0.308,0.348,0.972,2,-5.101,1,0.22,0.00797,0.264,0.521,104.524,210693,2002
Run to the Hills - Live '82,Beast Over Hammersmith (Live),23,2002-11-18,0.193,0.171,0.929,0,-5.27,1,0.181,0.00935,0.153,0.431,173.839,259813,2002
Children of the Damned - Live '82,Beast Over Hammersmith (Live),24,2002-11-18,0.372,0.253,0.939,4,-5.273,0,0.122,0.00116,0.608,0.849,137.372,278227,2002
The Number of the Beast - Live '82,Beast Over Hammersmith (Live),23,2002-11-18,0.126,0.209,0.969,0,-5.54,1,0.329,0.0429,0.122,0.906,97.496,307560,2002
Another Life - Live '82,Beast Over Hammersmith (Live),23,2002-11-18,0.15,0.282,0.991,7,-4.949,1,0.242,0.0193,0.769,0.732,93.017,224533,2002
Killers - Live '82,Beast Over Hammersmith (Live),24,2002-11-18,0.165,0.162,0.978,4,-5.153,0,0.503,0.0143,0.111,0.438,177.457,346893,2002
22 Acacia Avenue - Live '82,Beast Over Hammersmith (Live),24,2002-11-18,0.113,0.255,0.988,4,-5.072,0,0.262,0.00107,0.353,0.38,115.112,415533,2002
Total Eclipse - Live '82,Beast Over Hammersmith (Live),26,2002-11-18,0.154,0.238,0.985,2,-4.791,1,0.224,0.00953,0.00189,0.846,151.658,254120,2002
Transylvania - Live '82,Beast Over Hammersmith (Live),22,2002-11-18,0.0639,0.117,0.991,2,-4.607,1,0.215,0.00804,0.633,0.956,92.737,350840,2002
The Prisoner - Live '82,Beast Over Hammersmith (Live),23,2002-11-18,0.169,0.218,0.988,9,-5.209,1,0.187,0.0017,0.408,0.954,106.992,348720,2002
Hallowed Be Thy Name - Live '82,Beast Over Hammersmith (Live),26,2002-11-18,0.302,0.283,0.961,4,-4.903,0,0.0922,0.00134,0.21,0.466,110.236,450920,2002
Phantom of the Opera - Live '82,Beast Over Hammersmith (Live),24,2002-11-18,0.354,0.255,0.987,2,-4.858,1,0.122,0.00113,0.704,0.974,117.529,413200,2002
Iron Maiden - Live '82,Beast Over Hammersmith (Live),21,2002-11-18,0.0942,0.307,0.995,7,-5.067,1,0.189,0.0145,0.302,0.884,105.288,260400,2002
Sanctuary - Live '82,Beast Over Hammersmith (Live),21,2002-11-18,0.0543,0.278,0.995,2,-5.213,1,0.21,0.00251,0.576,0.395,111.613,252613,2002
Drifter - Live '82,Beast Over Hammersmith (Live),20,2002-11-18,0.158,0.25,0.963,0,-5.609,1,0.266,0.0106,0.0767,0.989,102.61,558600,2002
Running Free - Live '82,Beast Over Hammersmith (Live),19,2002-11-18,0.195,0.192,0.969,2,-5.591,1,0.221,0.0045,0.44,0.958,192.339,224387,2002
Prowler - Live '82,Beast Over Hammersmith (Live),20,2002-11-18,0.0387,0.185,0.981,2,-4.904,1,0.23,0.0169,0.582,0.834,105.642,300253,2002
Murders in the Rue Morgue - Live '82,Beast Over Hammersmith (Live),14,2002-11-18,0.0718,0.239,0.993,9,-5.609,1,0.295,0.00734,0.783,0.978,105.361,272413,2002
Wrathchild - Live '82,Beast Over Hammersmith (Live),13,2002-11-18,0.308,0.348,0.972,2,-5.101,1,0.22,0.00797,0.264,0.521,104.524,210693,2002
Run to the Hills - Live '82,Beast Over Hammersmith (Live),13,2002-11-18,0.193,0.171,0.929,0,-5.27,1,0.181,0.00935,0.153,0.431,173.839,259813,2002
Children of the Damned - Live '82,Beast Over Hammersmith (Live),13,2002-11-18,0.372,0.253,0.939,4,-5.273,0,0.122,0.00116,0.608,0.849,137.372,278227,2002
The Number of the Beast - Live '82,Beast Over Hammersmith (Live),13,2002-11-18,0.126,0.209,0.969,0,-5.54,1,0.329,0.0429,0.122,0.906,97.496,307560,2002
Another Life - Live '82,Beast Over Hammersmith (Live),12,2002-11-18,0.15,0.282,0.991,7,-4.949,1,0.242,0.0193,0.769,0.732,93.017,224533,2002
Killers - Live '82,Beast Over Hammersmith (Live),13,2002-11-18,0.165,0.162,0.978,4,-5.153,0,0.503,0.0143,0.111,0.438,177.457,346893,2002
22 Acacia Avenue - Live '82,Beast Over Hammersmith (Live),13,2002-11-18,0.113,0.255,0.988,4,-5.072,0,0.262,0.00107,0.353,0.38,115.112,415533,2002
Total Eclipse - Live '82,Beast Over Hammersmith (Live),16,2002-11-18,0.154,0.238,0.985,2,-4.791,1,0.224,0.00953,0.00189,0.846,151.658,254120,2002
Transylvania - Live '82,Beast Over Hammersmith (Live),11,2002-11-18,0.0639,0.117,0.991,2,-4.607,1,0.215,0.00804,0.633,0.956,92.737,350840,2002
The Prisoner - Live '82,Beast Over Hammersmith (Live),12,2002-11-18,0.169,0.218,0.988,9,-5.209,1,0.187,0.0017,0.408,0.954,106.992,348720,2002
Hallowed Be Thy Name - Live '82,Beast Over Hammersmith (Live),16,2002-11-18,0.302,0.283,0.961,4,-4.903,0,0.0922,0.00134,0.21,0.466,110.236,450920,2002
Phantom of the Opera - Live '82,Beast Over Hammersmith (Live),12,2002-11-18,0.354,0.255,0.987,2,-4.858,1,0.122,0.00113,0.704,0.974,117.529,413200,2002
Iron Maiden - Live '82,Beast Over Hammersmith (Live),10,2002-11-18,0.0942,0.307,0.995,7,-5.067,1,0.189,0.0145,0.302,0.884,105.288,260400,2002
Sanctuary - Live '82,Beast Over Hammersmith (Live),11,2002-11-18,0.0543,0.278,0.995,2,-5.213,1,0.21,0.00251,0.576,0.395,111.613,252613,2002
Drifter - Live '82,Beast Over Hammersmith (Live),10,2002-11-18,0.158,0.25,0.963,0,-5.609,1,0.266,0.0106,0.0767,0.989,102.61,558600,2002
Running Free - Live '82,Beast Over Hammersmith (Live),8,2002-11-18,0.195,0.192,0.969,2,-5.591,1,0.221,0.0045,0.44,0.958,192.339,224387,2002
Prowler - Live '82,Beast Over Hammersmith (Live),10,2002-11-18,0.0387,0.185,0.981,2,-4.904,1,0.23,0.0169,0.582,0.834,105.642,300253,2002
Intro - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),18,2002-03-21,0.108,0.215,0.69,7,-14.285,0,0.0364,0.662,0.802,0.958,132.266,115684,2002
The Wicker Man - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),22,2002-03-21,0.119,0.178,0.984,4,-5.377,0,0.15,0.0012,0.00121,0.947,102.325,281821,2002
Ghost of the Navigator - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),21,2002-03-21,0.156,0.223,0.968,2,-5.851,0,0.166,0.00405,0.000215,0.877,113.339,408211,2002
Brave New World - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),20,2002-03-21,0.167,0.249,0.912,2,-5.642,0,0.163,0.051,0.0115,0.988,119.87,366997,2002
Wrathchild - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),19,2002-03-21,0.0838,0.191,0.994,4,-5.148,0,0.212,0.00672,0.0406,0.982,108.203,185877,2002
2 Minutes to Midnight - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),18,2002-03-21,0.114,0.196,0.984,5,-5.925,1,0.198,0.0148,0.00107,0.985,100.06,428224,2002
Blood Brothers - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),19,2002-03-21,0.296,0.192,0.873,4,-6.733,0,0.0533,0.0106,0.152,0.62,92.513,433771,2002
Sign of the Cross - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),23,2002-03-21,0.11,0.225,0.915,0,-7.26,1,0.0884,0.00718,0.211,0.927,110.95,650496,2002
The Mercenary - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),17,2002-03-21,0.149,0.192,0.969,4,-5.793,0,0.162,0.00204,0.0032,0.877,113.705,282752,2002
The Trooper - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),21,2002-03-21,0.111,0.186,0.986,4,-6.275,0,0.167,0.00253,0.00797,0.88,86.905,263660,2002
Dream of Mirrors - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),18,2002-03-21,0.267,0.202,0.894,9,-6.624,0,0.124,0.00999,0.000106,0.978,96.634,577294,2002
The Clansman - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),25,2002-03-21,0.27,0.131,0.916,2,-6.651,1,0.138,0.0885,0.0302,0.714,78.142,559197,2002
The Evil That Men Do - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),19,2002-03-21,0.115,0.0855,0.979,4,-5.791,0,0.151,0.00582,0.0177,0.988,78.793,280597,2002
Fear of the Dark - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),32,2002-03-21,0.14,0.132,0.948,2,-6.508,0,0.19,0.00659,0.0581,0.939,92.988,461075,2002
Iron Maiden - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),16,2002-03-21,0.0516,0.23,0.991,2,-6.712,0,0.142,0.0125,0.0427,0.976,94.479,355618,2002
The Number of the Beast - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),19,2002-03-21,0.121,0.196,0.982,7,-5.739,1,0.288,0.0196,0.0702,0.993,99.116,300555,2002
Hallowed Be Thy Name - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),21,2002-03-21,0.0712,0.227,0.969,4,-5.909,0,0.158,0.00685,0.0699,0.904,115.739,444160,2002
Sanctuary - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),15,2002-03-21,0.0603,0.238,0.994,7,-5.361,1,0.255,0.0134,0.0881,0.843,106.322,321899,2002
Run to the Hills - Live at Rock in Rio; 2015 Remastered Version,Rock in Rio (Live; 2015 Remastered Version),17,2002-03-21,0.0836,0.106,0.982,0,-6.534,1,0.253,0.0261,0.228,0.778,85.725,338373,2002
Intro (Arthur's Farewell) - Live '01,Rock in Rio (Live),36,2002-03-20,0.101,0.256,0.737,7,-13.929,0,0.0374,0.655,0.917,0.96,132.426,115893,2002
The Wicker Man - Live '01,Rock in Rio (Live),41,2002-03-20,0.12,0.299,0.988,4,-4.766,0,0.165,0.000536,0.000395,0.936,102.771,281733,2002
Ghost Of The Navigator - Live '01,Rock in Rio (Live),41,2002-03-20,0.168,0.227,0.973,2,-5.164,0,0.192,0.00233,0.00033,0.953,111.817,408573,2002
Brave New World - Live '01,Rock in Rio (Live),40,2002-03-20,0.165,0.25,0.925,2,-4.994,0,0.176,0.0307,0.00811,0.987,119.897,366733,2002
Wrathchild - Live '01,Rock in Rio (Live),38,2002-03-20,0.0724,0.245,0.996,4,-4.463,0,0.238,0.00397,0.0344,0.982,108.892,185760,2002
2 Minutes To Midnight - Live '01,Rock in Rio (Live),39,2002-03-20,0.0876,0.186,0.992,5,-4.988,1,0.219,0.00529,0.00145,0.989,100.867,386773,2002
Blood Brothers - Live '01,Rock in Rio (Live),39,2002-03-20,0.258,0.191,0.899,4,-6.066,0,0.0636,0.005,0.0728,0.58,90.089,435467,2002
Sign of the Cross - Live At Rock in Rio '01,Rock in Rio (Live),40,2002-03-20,0.113,0.216,0.919,0,-6.591,1,0.086,0.00246,0.175,0.507,105.666,651067,2002
The Mercenary - Live '01,Rock in Rio (Live),35,2002-03-20,0.148,0.168,0.98,4,-5.037,0,0.171,0.00118,0.00432,0.856,99.814,282667,2002
The Trooper - Live '01,Rock in Rio (Live),40,2002-03-20,0.0934,0.29,0.988,2,-5.603,0,0.151,0.00289,0.0182,0.967,89.544,273493,2002
Dream Of Mirrors - Live '01,Rock in Rio (Live),37,2002-03-20,0.242,0.209,0.91,9,-6.019,0,0.151,0.00697,5.07e-05,0.974,96.69,578293,2002
The Clansman - Live At Rock in Rio '01,Rock in Rio (Live),42,2002-03-20,0.268,0.137,0.922,2,-6.098,1,0.187,0.0719,0.019,0.956,76.694,570440,2002
The Evil That Men Do - Live '01,Rock in Rio (Live),38,2002-03-20,0.146,0.229,0.983,4,-5.168,0,0.122,0.00453,0.0182,0.987,88.27,280693,2002
Fear of the Dark - Live '01,Rock in Rio (Live),51,2002-03-20,0.141,0.145,0.961,2,-5.966,0,0.207,0.00454,0.0392,0.969,94.898,470293,2002
Iron Maiden - Live '01,Rock in Rio (Live),35,2002-03-20,0.0434,0.228,0.994,9,-6.165,0,0.16,0.00664,0.0199,0.977,94.756,351840,2002
The Number Of The Beast - Live '01,Rock in Rio (Live),37,2002-03-20,0.117,0.191,0.985,7,-4.984,1,0.294,0.0142,0.0973,0.991,96.57,300400,2002
Hallowed Be Thy Name - Live '01,Rock in Rio (Live),40,2002-03-20,0.0692,0.232,0.975,9,-5.139,1,0.177,0.00345,0.0521,0.907,115.474,443933,2002
Sanctuary - Live '01,Rock in Rio (Live),32,2002-03-20,0.0536,0.194,0.994,7,-4.624,1,0.27,0.0095,0.0821,0.925,106.731,317293,2002
Run To The Hills - Live '01,Rock in Rio (Live),39,2002-03-20,0.0846,0.111,0.986,5,-5.656,1,0.238,0.00974,0.108,0.964,84.792,292147,2002
The Wicker Man - 2015 Remaster,Brave New World (2015 - Remaster),47,2000-05-29,0.296,0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,101.502,275253,2000
Ghost of the Navigator - 2015 Remaster,Brave New World (2015 - Remaster),38,2000-05-29,0.36,0.282,0.942,0,-4.904,1,0.092,0.00114,2.77e-05,0.0875,107.992,410027,2000
Brave New World - 2015 Remaster,Brave New World (2015 - Remaster),40,2000-05-29,0.355,0.353,0.872,2,-5.185,0,0.0596,0.00651,0.000532,0.125,111.336,379067,2000
Blood Brothers - 2015 Remaster,Brave New World (2015 - Remaster),42,2000-05-29,0.444,0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,182.679,434293,2000
The Mercenary - 2015 Remaster,Brave New World (2015 - Remaster),30,2000-05-29,0.512,0.266,0.939,9,-4.201,1,0.0789,0.00103,5.66e-05,0.173,100.073,282893,2000
Dream of Mirrors - 2015 Remaster,Brave New World (2015 - Remaster),31,2000-05-29,0.35,0.295,0.764,9,-4.997,0,0.0538,0.0151,0.0,0.288,97.848,561213,2000
The Fallen Angel - 2015 Remaster,Brave New World (2015 - Remaster),28,2000-05-29,0.319,0.274,0.985,4,-4.106,0,0.175,0.00355,1.29e-05,0.254,103.665,240667,2000
The Nomad - 2015 Remaster,Brave New World (2015 - Remaster),29,2000-05-29,0.404,0.338,0.915,9,-3.98,1,0.0449,0.0712,0.000266,0.603,128.853,546040,2000
Out of the Silent Planet - 2015 Remaster,Brave New World (2015 - Remaster),36,2000-05-29,0.335,0.209,0.932,4,-5.117,0,0.153,0.00936,0.000327,0.225,155.107,385653,2000
The Thin Line Between Love and Hate - 2015 Remaster,Brave New World (2015 - Remaster),28,2000-05-29,0.312,0.236,0.955,6,-4.586,0,0.157,0.00105,0.243,0.623,167.749,507253,2000
The Wicker Man - 2015 Remaster,Brave New World (2015 Remaster),60,2000-01-01,0.296,0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,101.502,275253,2000
Ghost of the Navigator - 2015 Remaster,Brave New World (2015 Remaster),52,2000-01-01,0.36,0.282,0.942,0,-4.904,1,0.092,0.00114,2.77e-05,0.0875,107.992,410027,2000
Brave New World - 2015 Remaster,Brave New World (2015 Remaster),54,2000-01-01,0.355,0.353,0.872,2,-5.185,0,0.0596,0.00651,0.000532,0.125,111.336,379067,2000
Blood Brothers - 2015 Remaster,Brave New World (2015 Remaster),57,2000-01-01,0.444,0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,182.679,434293,2000
The Mercenary - 2015 Remaster,Brave New World (2015 Remaster),43,2000-01-01,0.512,0.266,0.939,9,-4.201,1,0.0789,0.00103,5.66e-05,0.173,100.073,282893,2000
Dream of Mirrors - 2015 Remaster,Brave New World (2015 Remaster),45,2000-01-01,0.35,0.295,0.764,9,-4.997,0,0.0538,0.0151,0.0,0.288,97.848,561213,2000
The Fallen Angel - 2015 Remaster,Brave New World (2015 Remaster),42,2000-01-01,0.319,0.274,0.985,4,-4.106,0,0.175,0.00355,1.29e-05,0.254,103.665,240667,2000
The Nomad - 2015 Remaster,Brave New World (2015 Remaster),42,2000-01-01,0.404,0.338,0.915,9,-3.98,1,0.0449,0.0712,0.000266,0.603,128.853,546040,2000
Out of the Silent Planet - 2015 Remaster,Brave New World (2015 Remaster),49,2000-01-01,0.335,0.209,0.932,4,-5.117,0,0.153,0.00936,0.000327,0.225,155.107,385653,2000
The Thin Line Between Love and Hate - 2015 Remaster,Brave New World (2015 Remaster),42,2000-01-01,0.312,0.236,0.955,6,-4.586,0,0.157,0.00105,0.243,0.623,167.749,507253,2000
Futureal - 2015 Remaster,Virtual XI (2015 - Remaster),27,1998-03-23,0.706,0.398,0.99,4,-3.208,0,0.0841,0.0061,0.00292,0.314,99.785,175120,1998
The Angel and the Gambler - 2015 Remaster,Virtual XI (2015 - Remaster),22,1998-03-23,0.376,0.311,0.822,2,-6.284,1,0.0438,0.102,0.00195,0.097,159.622,592720,1998
Lightning Strikes Twice - 2015 Remaster,Virtual XI (2015 - Remaster),21,1998-03-23,0.385,0.219,0.959,7,-4.115,1,0.226,0.105,6.51e-05,0.23,184.344,290200,1998
The Clansman - 2015 Remaster,Virtual XI (2015 - Remaster),37,1998-03-23,0.177,0.257,0.683,2,-6.67,1,0.0495,0.15,0.0111,0.116,154.106,539787,1998
When Two Worlds Collide - 2015 Remaster,Virtual XI (2015 - Remaster),20,1998-03-23,0.346,0.267,0.908,11,-4.077,0,0.0672,0.0255,6.53e-05,0.148,139.465,377133,1998
The Educated Fool - 2015 Remaster,Virtual XI (2015 - Remaster),21,1998-03-23,0.244,0.358,0.894,4,-6.01,0,0.124,0.153,0.00202,0.113,96.765,404800,1998
Don't Look to the Eyes of a Stranger - 2015 Remaster,Virtual XI (2015 - Remaster),21,1998-03-23,0.473,0.351,0.788,8,-5.451,0,0.0537,0.0341,0.031,0.0844,152.217,483653,1998
Como Estais Amigos - 2015 Remaster,Virtual XI (2015 - Remaster),20,1998-03-23,0.148,0.172,0.665,2,-3.938,0,0.0311,0.0958,0.000865,0.122,87.956,330093,1998
Futureal - 2015 Remaster,Virtual XI (2015 Remaster),41,1998-01-01,0.706,0.398,0.99,4,-3.208,0,0.0841,0.0061,0.00292,0.314,99.785,175120,1998
The Angel and the Gambler - 2015 Remaster,Virtual XI (2015 Remaster),35,1998-01-01,0.376,0.311,0.822,2,-6.284,1,0.0438,0.102,0.00195,0.097,159.622,592720,1998
Lightning Strikes Twice - 2015 Remaster,Virtual XI (2015 Remaster),35,1998-01-01,0.385,0.219,0.959,7,-4.115,1,0.226,0.105,6.51e-05,0.23,184.344,290200,1998
The Clansman - 2015 Remaster,Virtual XI (2015 Remaster),50,1998-01-01,0.177,0.257,0.683,2,-6.67,1,0.0495,0.15,0.0111,0.116,154.106,539787,1998
When Two Worlds Collide - 2015 Remaster,Virtual XI (2015 Remaster),34,1998-01-01,0.346,0.267,0.908,11,-4.077,0,0.0672,0.0255,6.53e-05,0.148,139.465,377133,1998
The Educated Fool - 2015 Remaster,Virtual XI (2015 Remaster),35,1998-01-01,0.244,0.358,0.894,4,-6.01,0,0.124,0.153,0.00202,0.113,96.765,404800,1998
Don't Look to the Eyes of a Stranger - 2015 Remaster,Virtual XI (2015 Remaster),36,1998-01-01,0.473,0.351,0.788,8,-5.451,0,0.0537,0.0341,0.031,0.0844,152.217,483653,1998
Como Estais Amigos - 2015 Remaster,Virtual XI (2015 Remaster),37,1998-01-01,0.148,0.172,0.665,2,-3.938,0,0.0311,0.0958,0.000865,0.122,87.956,330093,1998
Sign of the Cross - 2015 Remaster,The X Factor (2015 - Remaster),28,1995-10-02,0.0903,0.348,0.824,4,-7.718,0,0.048,0.0329,0.654,0.112,100.816,676987,1995
Lord of the Flies - 2015 Remaster,The X Factor (2015 - Remaster),24,1995-10-02,0.331,0.305,0.863,6,-6.771,0,0.0427,0.0351,0.00138,0.2,163.613,303627,1995
Man on the Edge - 2015 Remaster,The X Factor (2015 - Remaster),29,1995-10-02,0.168,0.377,0.97,9,-5.408,0,0.155,0.00414,0.00606,0.092,137.5,253800,1995
Fortunes of War - 2015 Remaster,The X Factor (2015 - Remaster),21,1995-10-02,0.256,0.363,0.624,4,-9.045,0,0.0691,0.275,0.215,0.115,169.954,443587,1995
Look for the Truth - 2015 Remaster,The X Factor (2015 - Remaster),20,1995-10-02,0.093,0.363,0.637,4,-8.47,0,0.0462,0.185,0.00103,0.101,98.325,310067,1995
The Aftermath - 2015 Remaster,The X Factor (2015 - Remaster),19,1995-10-02,0.224,0.392,0.679,9,-6.693,0,0.0449,0.0447,0.00172,0.0999,123.543,381107,1995
Judgement of Heaven - 2015 Remaster,The X Factor (2015 - Remaster),19,1995-10-02,0.462,0.328,0.949,4,-7.106,1,0.0661,0.00412,0.00486,0.0932,176.558,312307,1995
Blood on the World's Hands - 2015 Remaster,The X Factor (2015 - Remaster),19,1995-10-02,0.379,0.366,0.841,0,-7.632,1,0.109,0.171,0.0965,0.122,167.432,357333,1995
The Edge of Darkness - 2015 Remaster,The X Factor (2015 - Remaster),20,1995-10-02,0.123,0.376,0.774,4,-8.337,0,0.0928,0.0375,0.0138,0.0869,133.443,399493,1995
2 AM - 2015 Remaster,The X Factor (2015 - Remaster),21,1995-10-02,0.187,0.319,0.621,7,-6.74,1,0.0308,0.0249,0.00164,0.0916,150.876,337587,1995
The Unbeliever - 2015 Remaster,The X Factor (2015 - Remaster),18,1995-10-02,0.427,0.399,0.902,9,-6.228,1,0.0492,0.00881,0.0855,0.0819,127.745,490347,1995
Sign of the Cross - 2015 Remaster,The X Factor (2015 Remaster),43,1995-01-01,0.0903,0.348,0.824,4,-7.718,0,0.048,0.0329,0.654,0.112,100.816,676987,1995
Lord of the Flies - 2015 Remaster,The X Factor (2015 Remaster),37,1995-01-01,0.331,0.305,0.863,6,-6.771,0,0.0427,0.0351,0.00138,0.2,163.613,303627,1995
Man on the Edge - 2015 Remaster,The X Factor (2015 Remaster),44,1995-01-01,0.168,0.377,0.97,9,-5.408,0,0.155,0.00414,0.00606,0.092,137.5,253800,1995
Fortunes of War - 2015 Remaster,The X Factor (2015 Remaster),36,1995-01-01,0.256,0.363,0.624,4,-9.045,0,0.0691,0.275,0.215,0.115,169.954,443587,1995
Look for the Truth - 2015 Remaster,The X Factor (2015 Remaster),35,1995-01-01,0.093,0.363,0.637,4,-8.47,0,0.0462,0.185,0.00103,0.101,98.325,310067,1995
The Aftermath - 2015 Remaster,The X Factor (2015 Remaster),34,1995-01-01,0.224,0.392,0.679,9,-6.693,0,0.0449,0.0447,0.00172,0.0999,123.543,381107,1995
Judgement of Heaven - 2015 Remaster,The X Factor (2015 Remaster),34,1995-01-01,0.462,0.328,0.949,4,-7.106,1,0.0661,0.00412,0.00486,0.0932,176.558,312307,1995
Blood on the World's Hands - 2015 Remaster,The X Factor (2015 Remaster),33,1995-01-01,0.379,0.366,0.841,0,-7.632,1,0.109,0.171,0.0965,0.122,167.432,357333,1995
The Edge of Darkness - 2015 Remaster,The X Factor (2015 Remaster),33,1995-01-01,0.123,0.376,0.774,4,-8.337,0,0.0928,0.0375,0.0138,0.0869,133.443,399493,1995
2 AM - 2015 Remaster,The X Factor (2015 Remaster),34,1995-01-01,0.187,0.319,0.621,7,-6.74,1,0.0308,0.0249,0.00164,0.0916,150.876,337587,1995
The Unbeliever - 2015 Remaster,The X Factor (2015 Remaster),32,1995-01-01,0.427,0.399,0.902,9,-6.228,1,0.0492,0.00881,0.0855,0.0819,127.745,490347,1995
The Number Of The Beast - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),26,1993-10-18,0.268,0.287,0.997,0,-3.124,1,0.107,0.00206,0.000397,0.944,99.545,294627,1993
The Trooper - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),31,1993-10-18,0.547,0.212,0.995,4,-2.953,0,0.099,0.000355,0.00448,0.974,179.936,235307,1993
Prowler - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),27,1993-10-18,0.253,0.245,0.988,2,-4.382,1,0.109,0.00222,0.012,0.98,126.528,255627,1993
Transylvania - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),27,1993-10-18,0.342,0.249,0.963,2,-6.303,1,0.0709,7.3e-05,0.644,0.68,105.744,265867,1993
Remember Tomorrow - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),26,1993-10-18,0.323,0.302,0.83,0,-7.395,1,0.042,0.00212,0.501,0.741,114.583,352707,1993
Where Eagles Dare - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),27,1993-10-18,0.551,0.249,0.986,11,-4.787,0,0.0638,3.64e-05,0.102,0.967,122.649,289333,1993
Sanctuary - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),23,1993-10-18,0.184,0.286,0.998,2,-4.335,1,0.176,0.0116,0.00468,0.498,114.028,293227,1993
Running Free - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),24,1993-10-18,0.418,0.375,0.99,4,-3.922,0,0.102,0.0289,0.00546,0.705,96.4,228933,1993
Run To The Hills - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),24,1993-10-18,0.218,0.193,0.995,0,-3.579,1,0.223,0.00214,0.00165,0.773,172.855,237533,1993
2 Minutes To Midnight - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),24,1993-10-18,0.295,0.263,0.996,9,-3.552,0,0.115,0.0116,0.00297,0.929,101.363,337400,1993
Iron Maiden - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),22,1993-10-18,0.0797,0.278,0.998,7,-3.158,1,0.287,0.00451,0.000702,0.954,118.247,324600,1993
Hallowed Be Thy Name - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),27,1993-10-18,0.218,0.315,0.994,4,-2.668,0,0.113,0.00105,0.132,0.638,119.886,471840,1993
Be Quick Or Be Dead - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),25,1993-10-18,0.387,0.261,0.982,0,-6.335,1,0.194,0.000329,0.00622,0.877,132.984,196827,1993
From Here To Eternity - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),24,1993-10-18,0.354,0.22,0.957,9,-6.12,1,0.105,0.0341,3.39e-06,0.709,155.756,259840,1993
Can I Play With Madness - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),24,1993-10-18,0.319,0.27,0.954,2,-6.782,1,0.232,0.106,2.58e-05,0.94,78.304,282493,1993
Wasting Love - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),37,1993-10-18,0.289,0.176,0.886,4,-5.77,0,0.0607,0.00453,0.000627,0.945,78.933,347800,1993
